label,schema,short,vaf,identify
Access to Health Services:If no. why ::Hospital/clinic personnel denied access without clear reason,/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a4,Access.to.Health.Services.If.no..why...Hospital..clinic.personnel.denied.access.without.clear.reason,yes,
Access to Health Services:If no. why ::Lack of knowledge,/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a5,Access.to.Health.Services.If.no..why...Lack.of.knowledge,yes,
Access to Health Services:If no. why ::Other,/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a6,Access.to.Health.Services.If.no..why...Other,yes,
Access to Health Services:IF other please specify :,/Home_visit_version3/Health/hthg2/hthg2q4_VAF,Access.to.Health.Services.IF.other.please.specify..,yes,yes
Access to Health Services:For children between 0-6 months. are they breastfed exclusively ::Yes,/Home_visit_version3/Health/hthg2/hthg2q5_VAF:Yes,Access.to.Health.Services.For.children.between.0..6.months..are.they.breastfed.exclusively...Yes,yes,
Access to Health Services:For children between 0-6 months. are they breastfed exclusively ::No,/Home_visit_version3/Health/hthg2/hthg2q5_VAF:No,Access.to.Health.Services.For.children.between.0..6.months..are.they.breastfed.exclusively...No,yes,
Access to Health Services:For children between 0-6 months. are they breastfed exclusively ::NA,/Home_visit_version3/Health/hthg2/hthg2q5_VAF:NA,Access.to.Health.Services.For.children.between.0..6.months..are.they.breastfed.exclusively...NA,yes,
Access to Health Services:If there are any lactating women. is there any problem ::Yes,/Home_visit_version3/Health/hthg2/hthg2q6_VAF:Yes,Access.to.Health.Services.If.there.are.any.lactating.women..is.there.any.problem...Yes,yes,
Access to Health Services:If there are any lactating women. is there any problem ::No,/Home_visit_version3/Health/hthg2/hthg2q6_VAF:No,Access.to.Health.Services.If.there.are.any.lactating.women..is.there.any.problem...No,yes,
Access to Health Services:If there are any lactating women. is there any problem ::NA,/Home_visit_version3/Health/hthg2/hthg2q6_VAF:NA,Access.to.Health.Services.If.there.are.any.lactating.women..is.there.any.problem...NA,yes,
Vaccination:Do you have a child under 5 years who was not immunized for measles?:Yes,/Home_visit_version3/Health/hthg3_VAF/hthg3q1:Yes,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.measles...Yes,yes,
Vaccination:Do you have a child under 5 years who was not immunized for measles?:No,/Home_visit_version3/Health/hthg3_VAF/hthg3q1:No,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.measles...No,yes,
Vaccination:Do you have a child under 5 years who was not immunized for measles?:NA,/Home_visit_version3/Health/hthg3_VAF/hthg3q1:NA,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.measles...NA,yes,
Vaccination:Do you have a child under 5 years who was not immunized for polio? (child who never had a polio dose):Yes,/Home_visit_version3/Health/hthg3_VAF/hthg3q2:Yes,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.polio..child.who.never.had.a.polio.dose..Yes,yes,
Vaccination:Do you have a child under 5 years who was not immunized for polio? (child who never had a polio dose):No,/Home_visit_version3/Health/hthg3_VAF/hthg3q2:No,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.polio..child.who.never.had.a.polio.dose..No,yes,
Vaccination:Do you have a child under 5 years who was not immunized for polio? (child who never had a polio dose):NA,/Home_visit_version3/Health/hthg3_VAF/hthg3q2:NA,Vaccination.Do.you.have.a.child.under.5.years.who.was.not.immunized.for.polio..child.who.never.had.a.polio.dose..NA,yes,
Vaccination:If you have children under 2 years. have they received routine vaccines (EPI)? (Note: As this is sometimes difficult for household and staff to distinguish from above. could use a proxy . question such as: do you have children under 2 who have a vaccination card?):Yes,/Home_visit_version3/Health/hthg3_VAF/hthg3q3:Yes,Vaccination.If.you.have.children.under.2.years..have.they.received.routine.vaccines..EPI..proxy...question.such.as..do.you.have.children.under.2.who.have.a.vaccination.card....Yes,yes,
Vaccination:If you have children under 2 years. have they received routine vaccines (EPI)? (Note: As this is sometimes difficult for household and staff to distinguish from above. could use a proxy . question such as: do you have children under 2 who have a vaccination card?):No,/Home_visit_version3/Health/hthg3_VAF/hthg3q3:No,Vaccination.If.you.have.children.under.2.years..have.they.received.routine.vaccines..EPI..proxy...question.do.you.have.children.under.2.who.have.a.vaccination.card....No,yes,
Vaccination:If you have children under 2 years. have they received routine vaccines (EPI)? (Note: As this is sometimes difficult for household and staff to distinguish from above. could use a proxy . question such as: do you have children under 2 who have a vaccination card?):NA,/Home_visit_version3/Health/hthg3_VAF/hthg3q3:NA,Vaccination.If.you.have.children.under.2.years..have.they.received.routine.vaccines..EPI..proxy...question.such.as..do.you.have.children.under.2.who.have.a.vaccination.card....NA,yes,
Age & Disability:Are your family members (in the same file) suffering from chronic diseases/impairments/dishabilles?:Yes,/Home_visit_version3/Health/hthg4_VAF/hthg3q4:Yes,Age.and.Disability.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases..impairments..dishabilles...Yes,yes,
Age & Disability:Are your family members (in the same file) suffering from chronic diseases/impairments/dishabilles?:No,/Home_visit_version3/Health/hthg4_VAF/hthg3q4:No,Age.and.Disability.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases..impairments..dishabilles...No,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Pregnant females with complications (UNHCR),/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a1,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Pregnant.females.with.complications..UNHCR..,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Visual/hearing impairment,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a2,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Visual..hearing.impairment,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Other physical disability,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a3,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Other.physical.disability,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Mental disability,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a4,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Mental.disability,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Intellectual disability,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a5,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Intellectual.disability,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Temporary injured,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a6,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Temporary.injured,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Chronically ill or serious medical condition,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a7,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Chronically.ill.or.serious.medical.condition,yes,
Age & Disability details:How many of the following are part of your family (in the same file) ::Other people in need of support to do daily activities,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q2:hthg4q2a8,Age.and.Disability.details.How.many.of.the.following.are.part.of.your.family..in.the.same.file....Other.people.in.need.of.support.to.do.daily.activities,yes,
Age & Disability details:Visual/hearing impairment:Partial,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q11:hthg4q11a1,Age.and.Disability.details.Visual..hearing.impairment.Partial,yes,
Age & Disability details:Visual/hearing impairment:Complete,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q11:hthg4q11a2,Age.and.Disability.details.Visual..hearing.impairment.Complete,yes,
Age & Disability details:Age ::0-17 years old,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q3:hthg4q3a1,Age.and.Disability.details.Age...0..17.years.old,yes,
Age & Disability details:Age ::18-60 years old,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q3:hthg4q3a2,Age.and.Disability.details.Age...18..60.years.old,yes,
Age & Disability details:Age ::61 years and above,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q3:hthg4q3a3,Age.and.Disability.details.Age...61.years.and.above,yes,
Age & Disability details:Number of the disability in the same age group :,/Home_visit_version3/Health/hthg4_VAF/hthg4q1/hthg4q4,Age.and.Disability.details.Number.of.the.disability.in.the.same.age.group..,yes,
Effect on Daily Activities/Work:Are there any other family members (not in the same file &/or not registered with UNHCR) that suffer from serious medical condition ::Yes,/Home_visit_version3/Health/hthg5/hthg5q1:Yes,Effect.on.Daily.Activities..Work.Are.there.any.other.family.members..not.in.the.same.file.and..or.not.registered.with.UNHCR..that.suffer.from.serious.medical.condition...Yes,,
Effect on Daily Activities/Work:Are there any other family members (not in the same file &/or not registered with UNHCR) that suffer from serious medical condition ::No,/Home_visit_version3/Health/hthg5/hthg5q1:No,Effect.on.Daily.Activities..Work.Are.there.any.other.family.members..not.in.the.same.file.and..or.not.registered.with.UNHCR..that.suffer.from.serious.medical.condition...No,,
Effect on Daily Activities/Work:Are there any other family members (not in the same file &/or not registered with UNHCR) that suffer from serious medical condition ::NA,/Home_visit_version3/Health/hthg5/hthg5q1:NA,Effect.on.Daily.Activities..Work.Are.there.any.other.family.members..not.in.the.same.file.and..or.not.registered.with.UNHCR..that.suffer.from.serious.medical.condition...NA,,
Effect on Daily Activities/Work:If yes. please specify :,/Home_visit_version3/Health/hthg5/hthg5q2,Effect.on.Daily.Activities..Work.If.yes..please.specify..,,yes
Effect on Daily Activities/Work:Does identified medical problem/disability affect the person?s ability to perform activity of daily living (eating. bathing. toileting. dressing. transferring) ::Yes,/Home_visit_version3/Health/hthg5/hthg5q3:Yes,Effect.on.Daily.Activities..Work.Does.identified.medical.problem..disability.affect.the.person?s.ability.to.perform.activity.of.daily.living..eating..bathing..toileting..dressing..transferring....Yes,,
Effect on Daily Activities/Work:Does identified medical problem/disability affect the person?s ability to perform activity of daily living (eating. bathing. toileting. dressing. transferring) ::No,/Home_visit_version3/Health/hthg5/hthg5q3:No,Effect.on.Daily.Activities..Work.Does.identified.medical.problem..disability.affect.the.person..s.ability.to.perform.activity.of.daily.living..eating..bathing..toileting..dressing..transferring....No,,
Effect on Daily Activities/Work:Does identified medical problem/disability affect the adult(s)? ability to work ::Yes,/Home_visit_version3/Health/hthg5/hthg5q4:Yes,Effect.on.Daily.Activities..Work.Does.identified.medical.problem..disability.affect.the.adult..s..?.ability.to.work...Yes,,
Effect on Daily Activities/Work:Does identified medical problem/disability affect the adult(s)? ability to work ::No,/Home_visit_version3/Health/hthg5/hthg5q4:No,Effect.on.Daily.Activities..Work.Does.identified.medical.problem..disability.affect.the.adult..s.....ability.to.work...No,,
Family Unity:Family unity for nuclear family members (parents. children. siblings) ::Yes,/Home_visit_version3/Protection/prog1/prog1q1:Yes,Family.Unity.Family.unity.for.nuclear.family.members..parents..children..siblings....Yes,,
Family Unity:Family unity for nuclear family members (parents. children. siblings) ::No,/Home_visit_version3/Protection/prog1/prog1q1:No,Family.Unity.Family.unity.for.nuclear.family.members..parents..children..siblings....No,,
